			Stock 1			Stock 2			Stock 3			Stock 4
			17			9			18			56
			18			17			9			56
			18			9			17			56
			10			24			10			56
			10			23			11			56
			11			23			10			56
			10			22			12			56
			12			22			10			56
			12			10			22			56
			10			21			13			56
			13			21			10			56
			13			10			21			56
			10			20			14			56
			10			14			20			56
			14			20			10			56
			14			10			20			56
			10			19			15			56
			10			15			19			56
			15			19			10			56
			15			10			19			56
			19			15			10			56
			19			10			15			56
			10			18			16			56
			10			16			18			56
			16			18			10			56
			16			10			18			56
			18			16			10			56
			18			10			16			56
			10			17			17			56
			17			17			10			56
			17			10			17			56
			11			22			11			56
			11			11			22			56
			11			21			12			56
			11			12			21			56
			12			21			11			56
			12			11			21			56
			11			20			13			56
			11			13			20			56
			13			20			11			56
			13			11			20			56
			11			19			14			56
			11			14			19			56
			14			19			11			56
			14			11			19			56
			19			14			11			56
			19			11			14			56
			11			18			15			56
			11			15			18			56
			15			18			11			56
			15			11			18			56
			18			15			11			56
			18			11			15			56
			11			17			16			56
			11			16			17			56
			16			17			11			56
			16			11			17			56
			17			16			11			56
			17			11			16			56
			12			20			12			56
			12			12			20			56
			12			19			13			56
			12			13			19			56
			13			19			12			56
			13			12			19			56
			19			13			12			56
			19			12			13			56
			12			18			14			56
			12			14			18			56
			14			18			12			56
			14			12			18			56
			18			14			12			56
			18			12			14			56
			12			17			15			56
			12			15			17			56
			15			17			12			56
			15			12			17			56
			17			15			12			56
			17			12			15			56
			12			16			16			56
			16			16			12			56
			16			12			16			56
			13			18			13			56
			13			13			18			56
			18			13			13			56
			13			17			14			56
			13			14			17			56
			14			17			13			56
			14			13			17			56
			17			14			13			56
			17			13			14			56
			13			16			15			56
			13			15			16			56
			15			16			13			56
			15			13			16			56
			16			15			13			56
			16			13			15			56
			14			16			14			56
			14			14			16			56
			16			14			14			56
			14			15			15			56
			15			15			14			56
			15			14			15			56
			1			44			0			55
			2			43			0			55
			3			42			0			55
			4			41			0			55
			5			40			0			55
			6			39			0			55
			7			38			0			55
			8			37			0			55
			9			36			0			55
			10			35			0			55
			11			34			0			55
			12			33			0			55
			13			32			0			55
			14			31			0			55
			15			30			0			55
			15			0			30			55
			16			29			0			55
			16			0			29			55
			17			28			0			55
			17			0			28			55
			18			27			0			55
			18			0			27			55
			19			0			26			55
			20			0			25			55
			2			42			1			55
			3			41			1			55
			4			40			1			55
			5			39			1			55
			6			38			1			55
			7			37			1			55
			8			36			1			55
			9			35			1			55
			10			34			1			55
			11			33			1			55
			12			32			1			55
			13			31			1			55
			14			30			1			55
			14			1			30			55
			15			29			1			55
			15			1			29			55
			16			28			1			55
			16			1			28			55
			17			27			1			55
			17			1			27			55
			18			26			1			55
			18			1			26			55
			19			1			25			55
			20			1			24			55
			2			41			2			55
			3			40			2			55
			4			39			2			55
			5			38			2			55
			6			37			2			55
			7			36			2			55
			8			35			2			55
			9			34			2			55
			10			33			2			55
			11			32			2			55
			12			31			2			55
			13			30			2			55
			14			29			2			55
			14			2			29			55
			15			28			2			55
			15			2			28			55
			16			27			2			55
			16			2			27			55
			17			26			2			55
			17			2			26			55
			18			25			2			55
			18			2			25			55
			19			2			24			55
			20			2			23			55
			3			39			3			55
			3			38			4			55
			4			38			3			55
			3			37			5			55
			5			37			3			55
			6			36			3			55
			7			35			3			55
			8			34			3			55
			9			33			3			55
			10			32			3			55
			11			31			3			55
			12			30			3			55
			13			29			3			55
			14			28			3			55
			14			3			28			55
			15			27			3			55
			15			3			27			55
			16			26			3			55
			16			3			26			55
			17			25			3			55
			17			3			25			55
			18			24			3			55
			18			3			24			55
			19			3			23			55
			20			3			22			55
			4			37			4			55
			4			36			5			55
			5			36			4			55
			4			35			6			55
			6			35			4			55
			4			34			7			55
			7			34			4			55
			8			33			4			55
			9			32			4			55
			10			31			4			55
			11			30			4			55
			12			29			4			55
			13			28			4			55
			13			4			28			55
			14			27			4			55
			14			4			27			55
			15			26			4			55
			15			4			26			55
			16			25			4			55
			16			4			25			55
			17			24			4			55
			17			4			24			55
			18			23			4			55
			18			4			23			55
			19			4			22			55
			20			4			21			55
			5			35			5			55
			5			34			6			55
			6			34			5			55
			5			33			7			55
			7			33			5			55
			5			32			8			55
			8			32			5			55
			5			31			9			55
			9			31			5			55
			10			30			5			55
			11			29			5			55
			12			28			5			55
			13			27			5			55
			13			5			27			55
			14			26			5			55
			14			5			26			55
			15			25			5			55
			15			5			25			55
			16			24			5			55
			16			5			24			55
			17			23			5			55
			17			5			23			55
			18			22			5			55
			18			5			22			55
			19			5			21			55
			20			5			20			55
			6			33			6			55
			6			32			7			55
			7			32			6			55
			6			31			8			55
			8			31			6			55
			6			30			9			55
			9			30			6			55
			6			29			10			55
			10			29			6			55
			6			28			11			55
			11			28			6			55
			12			27			6			55
			13			26			6			55
			13			6			26			55
			14			25			6			55
			14			6			25			55
			15			24			6			55
			15			6			24			55
			16			23			6			55
			16			6			23			55
			17			22			6			55
			17			6			22			55
			18			21			6			55
			18			6			21			55
			19			6			20			55
			7			31			7			55
			7			30			8			55
			8			30			7			55
			7			29			9			55
			9			29			7			55
			7			28			10			55
			10			28			7			55
			7			27			11			55
			11			27			7			55
			7			26			12			55
			12			26			7			55
			7			25			13			55
			13			25			7			55
			13			7			25			55
			7			24			14			55
			14			24			7			55
			14			7			24			55
			15			23			7			55
			15			7			23			55
			16			22			7			55
			16			7			22			55
			17			21			7			55
			17			7			21			55
			18			20			7			55
			18			7			20			55
			19			7			19			55
			8			29			8			55
			8			28			9			55
			9			28			8			55
			8			27			10			55
			10			27			8			55
			8			26			11			55
			11			26			8			55
			8			25			12			55
			12			25			8			55
			12			8			25			55
			8			24			13			55
			13			24			8			55
			13			8			24			55
			8			23			14			55
			14			23			8			55
			14			8			23			55
			8			22			15			55
			15			22			8			55
			15			8			22			55
			8			21			16			55
			16			21			8			55
			16			8			21			55
			17			20			8			55
			17			8			20			55
			18			19			8			55
			18			8			19			55
			19			8			18			55
			9			27			9			55
			9			26			10			55
			10			26			9			55
			9			25			11			55
			11			25			9			55
			9			24			12			55
			12			24			9			55
			12			9			24			55
			9			23			13			55
			13			23			9			55
			13			9			23			55
			9			22			14			55
			14			22			9			55
			14			9			22			55
			9			21			15			55
			15			21			9			55
			15			9			21			55
			9			20			16			55
			16			20			9			55
			16			9			20			55
			9			19			17			55
			17			19			9			55
			17			9			19			55
			19			9			17			55
			9			18			18			55
			18			18			9			55
			18			9			18			55
			10			25			10			55
			10			24			11			55
			11			24			10			55
			10			23			12			55
			12			23			10			55
			12			10			23			55
			10			22			13			55
			13			22			10			55
			13			10			22			55
			10			21			14			55
			10			14			21			55
			14			21			10			55
			14			10			21			55
			10			20			15			55
			10			15			20			55
			15			20			10			55
			15			10			20			55
			10			19			16			55
			10			16			19			55
			16			19			10			55
			16			10			19			55
			19			16			10			55
			19			10			16			55
			10			18			17			55
			10			17			18			55
			17			18			10			55
			17			10			18			55
			18			17			10			55
			18			10			17			55
			11			23			11			55
			11			11			23			55
			11			22			12			55
			11			12			22			55
			12			22			11			55
			12			11			22			55
			11			21			13			55
			11			13			21			55
			13			21			11			55
			13			11			21			55
			11			20			14			55
			11			14			20			55
			14			20			11			55
			14			11			20			55
			11			19			15			55
			11			15			19			55
			15			19			11			55
			15			11			19			55
			19			15			11			55
			19			11			15			55
			11			18			16			55
			11			16			18			55
			16			18			11			55
			16			11			18			55
			18			16			11			55
			18			11			16			55
			11			17			17			55
			17			17			11			55
			17			11			17			55
			12			21			12			55
			12			12			21			55
			12			20			13			55
			12			13			20			55
			13			20			12			55
			13			12			20			55
			12			19			14			55
			12			14			19			55
			14			19			12			55
			14			12			19			55
			19			14			12			55
			19			12			14			55
			12			18			15			55
			12			15			18			55
			15			18			12			55
			15			12			18			55
			18			15			12			55
			18			12			15			55
			12			17			16			55
			12			16			17			55
			16			17			12			55
			16			12			17			55
			17			16			12			55
			17			12			16			55
			13			19			13			55
			13			13			19			55
			19			13			13			55
			13			18			14			55
			13			14			18			55
			14			18			13			55
			14			13			18			55
			18			14			13			55
			18			13			14			55
			13			17			15			55
			13			15			17			55
			15			17			13			55
			15			13			17			55
			17			15			13			55
			17			13			15			55
			13			16			16			55
			16			16			13			55
			16			13			16			55
			14			17			14			55
			14			14			17			55
			17			14			14			55
			14			16			15			55
			14			15			16			55
			15			16			14			55
			15			14			16			55
			16			15			14			55
			16			14			15			55
			15			15			15			55
			2			41			0			57
			3			40			0			57
			4			39			0			57
			5			38			0			57
			6			37			0			57
			7			36			0			57
			8			35			0			57
			9			34			0			57
			10			33			0			57
			11			32			0			57
			12			31			0			57
			13			30			0			57
			14			29			0			57
			15			28			0			57
			15			0			28			57
			16			27			0			57
			16			0			27			57
			17			26			0			57
			17			0			26			57
			18			25			0			57
			18			0			25			57
			19			0			24			57
			20			0			23			57
			3			39			1			57
			4			38			1			57
			5			37			1			57
			6			36			1			57
			7			35			1			57
			8			34			1			57
			9			33			1			57
			10			32			1			57
			11			31			1			57
			12			30			1			57
			13			29			1			57
			14			28			1			57
			14			1			28			57
			15			27			1			57
			15			1			27			57
			16			26			1			57
			16			1			26			57
			17			25			1			57
			17			1			25			57
			18			24			1			57
			18			1			24			57
			19			1			23			57
			20			1			22			57
			3			38			2			57
			4			37			2			57
			5			36			2			57
			6			35			2			57
			7			34			2			57
			8			33			2			57
			9			32			2			57
			10			31			2			57
			11			30			2			57
			12			29			2			57
			13			28			2			57
			14			27			2			57
			14			2			27			57
			15			26			2			57
			15			2			26			57
			16			25			2			57
			16			2			25			57
			17			24			2			57
			17			2			24			57
			18			23			2			57
			18			2			23			57
			19			2			22			57
			20			2			21			57
			3			37			3			57
			4			36			3			57
			5			35			3			57
			6			34			3			57
			7			33			3			57
			8			32			3			57
			9			31			3			57
			10			30			3			57
			11			29			3			57
			12			28			3			57
			13			27			3			57
			14			26			3			57
			14			3			26			57
			15			25			3			57
			15			3			25			57
			16			24			3			57
			16			3			24			57
			17			23			3			57
			17			3			23			57
			18			22			3			57
			18			3			22			57
			19			3			21			57
			20			3			20			57
			4			35			4			57
			4			34			5			57
			5			34			4			57
			6			33			4			57
			7			32			4			57
			8			31			4			57
			9			30			4			57
			10			29			4			57
			11			28			4			57
			12			27			4			57
			13			26			4			57
			13			4			26			57
			14			25			4			57
			14			4			25			57
			15			24			4			57
			15			4			24			57
			16			23			4			57
			16			4			23			57
			17			22			4			57
			17			4			22			57
			18			21			4			57
			18			4			21			57
			19			4			20			57
			20			4			19			57
			5			33			5			57
			5			32			6			57
			6			32			5			57
			5			31			7			57
			7			31			5			57
			8			30			5			57
			9			29			5			57
			10			28			5			57
			11			27			5			57
			12			26			5			57
			13			25			5			57
			13			5			25			57
			14			24			5			57
			14			5			24			57
			15			23			5			57
			15			5			23			57
			16			22			5			57
			16			5			22			57
			17			21			5			57
			17			5			21			57
			18			20			5			57
			18			5			20			57
			20			5			18			57
			19			5			19			57
			6			31			6			57
			6			30			7			57
			7			30			6			57
			6			29			8			57
			8			29			6			57
			6			28			9			57
			9			28			6			57
			10			27			6			57
			11			26			6			57
			12			25			6			57
			13			24			6			57
			13			6			24			57
			14			23			6			57
			14			6			23			57
			15			22			6			57
			15			6			22			57
			16			21			6			57
			16			6			21			57
			17			20			6			57
			17			6			20			57
			18			19			6			57
			18			6			19			57
			19			6			18			57
			7			29			7			57
			7			28			8			57
			8			28			7			57
			7			27			9			57
			9			27			7			57
			7			26			10			57
			10			26			7			57
			7			25			11			57
			11			25			7			57
			7			24			12			57
			12			24			7			57
			13			23			7			57
			13			7			23			57
			14			22			7			57
			14			7			22			57
			15			21			7			57
			15			7			21			57
			16			20			7			57
			16			7			20			57
			17			19			7			57
			17			7			19			57
			19			7			17			57
			18			18			7			57
			18			7			18			57
			8			27			8			57
			8			26			9			57
			9			26			8			57
			8			25			10			57
			10			25			8			57
			8			24			11			57
			11			24			8			57
			8			23			12			57
			12			23			8			57
			12			8			23			57
			8			22			13			57
			13			22			8			57
			13			8			22			57
			8			21			14			57
			14			21			8			57
			14			8			21			57
			15			20			8			57
			15			8			20			57
			16			19			8			57
			16			8			19			57
			19			16			8			57
			19			8			16			57
			17			18			8			57
			17			8			18			57
			18			17			8			57
			18			8			17			57
			9			25			9			57
			9			24			10			57
			10			24			9			57
			9			23			11			57
			11			23			9			57
			9			22			12			57
			12			22			9			57
			12			9			22			57
			9			21			13			57
			13			21			9			57
			13			9			21			57
			9			20			14			57
			14			20			9			57
			14			9			20			57
			9			19			15			57
			15			19			9			57
			15			9			19			57
			19			15			9			57
			19			9			15			57
			9			18			16			57
			16			18			9			57
			16			9			18			57
			18			16			9			57
			18			9			16			57
			17			17			9			57
			17			9			17			57
			10			23			10			57
			10			22			11			57
			11			22			10			57
			10			21			12			57
			12			21			10			57
			12			10			21			57
			10			20			13			57
			13			20			10			57
			13			10			20			57
			10			19			14			57
			10			14			19			57
			14			19			10			57
			14			10			19			57
			19			14			10			57
			19			10			14			57
			10			18			15			57
			10			15			18			57
			15			18			10			57
			15			10			18			57
			18			15			10			57
			18			10			15			57
			10			17			16			57
			10			16			17			57
			16			17			10			57
			16			10			17			57
			17			16			10			57
			17			10			16			57
			11			21			11			57
			11			11			21			57
			11			20			12			57
			11			12			20			57
			12			20			11			57
			12			11			20			57
			11			19			13			57
			11			13			19			57
			13			19			11			57
			13			11			19			57
			19			13			11			57
			19			11			13			57
			11			18			14			57
			11			14			18			57
			14			18			11			57
			14			11			18			57
			18			14			11			57
			18			11			14			57
			11			17			15			57
			11			15			17			57
			15			17			11			57
			15			11			17			57
			17			15			11			57
			17			11			15			57
			11			16			16			57
			16			16			11			57
			16			11			16			57
			12			19			12			57
			12			12			19			57
			19			12			12			57
			12			18			13			57
			12			13			18			57
			13			18			12			57
			13			12			18			57
			18			13			12			57
			18			12			13			57
			12			17			14			57
			12			14			17			57
			14			17			12			57
			14			12			17			57
			17			14			12			57
			17			12			14			57
			12			16			15			57
			12			15			16			57
			15			16			12			57
			15			12			16			57
			16			15			12			57
			16			12			15			57
			13			17			13			57
			13			13			17			57
			17			13			13			57
			13			16			14			57
			13			14			16			57
			14			16			13			57
			14			13			16			57
			16			14			13			57
			16			13			14			57
			13			15			15			57
			15			15			13			57
			15			13			15			57
			14			15			14			57
			14			14			15			57
			15			14			14			57
			1			45			0			54
			2			44			0			54
			3			43			0			54
			4			42			0			54
			5			41			0			54
			6			40			0			54
			7			39			0			54
			8			38			0			54
			9			37			0			54
			10			36			0			54
			11			35			0			54
			12			34			0			54
			13			33			0			54
			14			32			0			54
			15			31			0			54
			15			0			31			54
			16			30			0			54
			16			0			30			54
			17			29			0			54
			17			0			29			54
			18			0			28			54
			19			0			27			54
			20			0			26			54
			1			44			1			54
			2			43			1			54
			3			42			1			54
			4			41			1			54
			5			40			1			54
			6			39			1			54
			7			38			1			54
			8			37			1			54
			9			36			1			54
			10			35			1			54
			11			34			1			54
			12			33			1			54
			13			32			1			54
			14			31			1			54
			14			1			31			54
			15			30			1			54
			15			1			30			54
			16			29			1			54
			16			1			29			54
			17			28			1			54
			17			1			28			54
			18			27			1			54
			18			1			27			54
			19			1			26			54
			20			1			25			54
			2			42			2			54
			2			41			3			54
			3			41			2			54
			4			40			2			54
			5			39			2			54
			6			38			2			54
			7			37			2			54
			8			36			2			54
			9			35			2			54
			10			34			2			54
			11			33			2			54
			12			32			2			54
			13			31			2			54
			14			30			2			54
			14			2			30			54
			15			29			2			54
			15			2			29			54
			16			28			2			54
			16			2			28			54
			17			27			2			54
			17			2			27			54
			18			26			2			54
			18			2			26			54
			19			2			25			54
			20			2			24			54
			3			40			3			54
			3			39			4			54
			4			39			3			54
			3			38			5			54
			5			38			3			54
			3			37			6			54
			6			37			3			54
			7			36			3			54
			8			35			3			54
			9			34			3			54
			10			33			3			54
			11			32			3			54
			12			31			3			54
			13			30			3			54
			14			29			3			54
			14			3			29			54
			15			28			3			54
			15			3			28			54
			16			27			3			54
			16			3			27			54
			17			26			3			54
			17			3			26			54
			18			25			3			54
			18			3			25			54
			19			3			24			54
			20			3			23			54
			4			38			4			54
			4			37			5			54
			5			37			4			54
			4			36			6			54
			6			36			4			54
			4			35			7			54
			7			35			4			54
			4			34			8			54
			8			34			4			54
			9			33			4			54
			10			32			4			54
			11			31			4			54
			12			30			4			54
			13			29			4			54
			13			4			29			54
			14			28			4			54
			14			4			28			54
			15			27			4			54
			15			4			27			54
			16			26			4			54
			16			4			26			54
			17			25			4			54
			17			4			25			54
			18			24			4			54
			18			4			24			54
			19			4			23			54
			20			4			22			54
			5			36			5			54
			5			35			6			54
			6			35			5			54
			5			34			7			54
			7			34			5			54
			5			33			8			54
			8			33			5			54
			5			32			9			54
			9			32			5			54
			5			31			10			54
			10			31			5			54
			11			30			5			54
			12			29			5			54
			13			28			5			54
			13			5			28			54
			14			27			5			54
			14			5			27			54
			15			26			5			54
			15			5			26			54
			16			25			5			54
			16			5			25			54
			17			24			5			54
			17			5			24			54
			18			23			5			54
			18			5			23			54
			19			5			22			54
			20			5			21			54
			6			34			6			54
			6			33			7			54
			7			33			6			54
			6			32			8			54
			8			32			6			54
			6			31			9			54
			9			31			6			54
			6			30			10			54
			10			30			6			54
			6			29			11			54
			11			29			6			54
			6			28			12			54
			12			28			6			54
			13			27			6			54
			13			6			27			54
			14			26			6			54
			14			6			26			54
			15			25			6			54
			15			6			25			54
			16			24			6			54
			16			6			24			54
			17			23			6			54
			17			6			23			54
			18			22			6			54
			18			6			22			54
			19			6			21			54
			7			32			7			54
			7			31			8			54
			8			31			7			54
			7			30			9			54
			9			30			7			54
			7			29			10			54
			10			29			7			54
			7			28			11			54
			11			28			7			54
			7			27			12			54
			12			27			7			54
			7			26			13			54
			13			26			7			54
			13			7			26			54
			7			25			14			54
			14			25			7			54
			14			7			25			54
			7			24			15			54
			15			24			7			54
			15			7			24			54
			16			23			7			54
			16			7			23			54
			17			22			7			54
			17			7			22			54
			18			21			7			54
			18			7			21			54
			19			7			20			54
			8			30			8			54
			8			29			9			54
			9			29			8			54
			8			28			10			54
			10			28			8			54
			8			27			11			54
			11			27			8			54
			8			26			12			54
			12			26			8			54
			12			8			26			54
			8			25			13			54
			13			25			8			54
			13			8			25			54
			8			24			14			54
			14			24			8			54
			14			8			24			54
			8			23			15			54
			15			23			8			54
			15			8			23			54
			8			22			16			54
			16			22			8			54
			16			8			22			54
			8			21			17			54
			17			21			8			54
			17			8			21			54
			18			20			8			54
			18			8			20			54
			19			8			19			54
			9			28			9			54
			9			27			10			54
			10			27			9			54
			9			26			11			54
			11			26			9			54
			9			25			12			54
			12			25			9			54
			12			9			25			54
			9			24			13			54
			13			24			9			54
			13			9			24			54
			9			23			14			54
			14			23			9			54
			14			9			23			54
			9			22			15			54
			15			22			9			54
			15			9			22			54
			9			21			16			54
			16			21			9			54
			16			9			21			54
			9			20			17			54
			17			20			9			54
			17			9			20			54
			9			19			18			54
			9			18			19			54
			18			19			9			54
			18			9			19			54
			19			9			18			54
			10			26			10			54
			10			25			11			54
			11			25			10			54
			10			24			12			54
			12			24			10			54
			12			10			24			54
			10			23			13			54
			13			23			10			54
			13			10			23			54
			10			22			14			54
			10			14			22			54
			14			22			10			54
			14			10			22			54
			10			21			15			54
			10			15			21			54
			15			21			10			54
			15			10			21			54
			10			20			16			54
			10			16			20			54
			16			20			10			54
			16			10			20			54
			10			19			17			54
			10			17			19			54
			17			19			10			54
			17			10			19			54
			19			10			17			54
			10			18			18			54
			18			18			10			54
			18			10			18			54
			11			24			11			54
			11			11			24			54
			11			23			12			54
			11			12			23			54
			12			23			11			54
			12			11			23			54
			11			22			13			54
			11			13			22			54
			13			22			11			54
			13			11			22			54
			11			21			14			54
			11			14			21			54
			14			21			11			54
			14			11			21			54
			11			20			15			54
			11			15			20			54
			15			20			11			54
			15			11			20			54
			11			19			16			54
			11			16			19			54
			16			19			11			54
			16			11			19			54
			19			16			11			54
			19			11			16			54
			11			18			17			54
			11			17			18			54
			17			18			11			54
			17			11			18			54
			18			17			11			54
			18			11			17			54
			12			22			12			54
			12			12			22			54
			12			21			13			54
			12			13			21			54
			13			21			12			54
			13			12			21			54
			12			20			14			54
			12			14			20			54
			14			20			12			54
			14			12			20			54
			12			19			15			54
			12			15			19			54
			15			19			12			54
			15			12			19			54
			19			15			12			54
			19			12			15			54
			12			18			16			54
			12			16			18			54
			16			18			12			54
			16			12			18			54
			18			16			12			54
			18			12			16			54
			12			17			17			54
			17			17			12			54
			17			12			17			54
			13			20			13			54
			13			13			20			54
			13			19			14			54
			13			14			19			54
			14			19			13			54
			14			13			19			54
			19			14			13			54
			19			13			14			54
			13			18			15			54
			13			15			18			54
			15			18			13			54
			15			13			18			54
			18			15			13			54
			18			13			15			54
			13			17			16			54
			13			16			17			54
			16			17			13			54
			16			13			17			54
			17			16			13			54
			17			13			16			54
			14			18			14			54
			14			14			18			54
			18			14			14			54
			14			17			15			54
			14			15			17			54
			15			17			14			54
			15			14			17			54
			17			15			14			54
			17			14			15			54
			14			16			16			54
			16			16			14			54
			16			14			16			54
			15			16			15			54
			15			15			16			54
			16			15			15			54
			3			39			0			58
			4			38			0			58
			5			37			0			58
			6			36			0			58
			7			35			0			58
			8			34			0			58
			9			33			0			58
			10			32			0			58
			11			31			0			58
			12			30			0			58
			13			29			0			58
			14			28			0			58
			15			27			0			58
			15			0			27			58
			16			26			0			58
			16			0			26			58
			17			25			0			58
			17			0			25			58
			18			24			0			58
			18			0			24			58
			19			0			23			58
			20			0			22			58
			3			38			1			58
			4			37			1			58
			5			36			1			58
			6			35			1			58
			7			34			1			58
			8			33			1			58
			9			32			1			58
			10			31			1			58
			11			30			1			58
			12			29			1			58
			13			28			1			58
			14			27			1			58
			14			1			27			58
			15			26			1			58
			15			1			26			58
			16			25			1			58
			16			1			25			58
			17			24			1			58
			17			1			24			58
			18			23			1			58
			18			1			23			58
			19			1			22			58
			20			1			21			58
			3			37			2			58
			4			36			2			58
			5			35			2			58
			6			34			2			58
			7			33			2			58
			8			32			2			58
			9			31			2			58
			10			30			2			58
			11			29			2			58
			12			28			2			58
			13			27			2			58
			14			26			2			58
			14			2			26			58
			15			25			2			58
			15			2			25			58
			16			24			2			58
			16			2			24			58
			17			23			2			58
			17			2			23			58
			18			22			2			58
			18			2			22			58
			19			2			21			58
			20			2			20			58
			4			35			3			58
			5			34			3			58
			6			33			3			58
			7			32			3			58
			8			31			3			58
			9			30			3			58
			10			29			3			58
			11			28			3			58
			12			27			3			58
			13			26			3			58
			14			25			3			58
			14			3			25			58
			15			24			3			58
			15			3			24			58
			16			23			3			58
			16			3			23			58
			17			22			3			58
			17			3			22			58
			18			21			3			58
			18			3			21			58
			19			3			20			58
			20			3			19			58
			4			34			4			58
			5			33			4			58
			6			32			4			58
			7			31			4			58
			8			30			4			58
			9			29			4			58
			10			28			4			58
			11			27			4			58
			12			26			4			58
			13			25			4			58
			13			4			25			58
			14			24			4			58
			14			4			24			58
			15			23			4			58
			15			4			23			58
			16			22			4			58
			16			4			22			58
			17			21			4			58
			17			4			21			58
			18			20			4			58
			18			4			20			58
			20			4			18			58
			19			4			19			58
			5			32			5			58
			5			31			6			58
			6			31			5			58
			7			30			5			58
			8			29			5			58
			9			28			5			58
			10			27			5			58
			11			26			5			58
			12			25			5			58
			13			24			5			58
			13			5			24			58
			14			23			5			58
			14			5			23			58
			15			22			5			58
			15			5			22			58
			16			21			5			58
			16			5			21			58
