			Stock 1			Stock 2			Stock 3			Stock 4
			31			10			57			2
			35			7			57			1
			30			11			57			2
			36			6			57			1
			29			12			57			2
			37			5			57			1
			28			13			57			2
			38			4			57			1
			27			14			57			2
			39			3			57			1
			26			15			57			2
			40			2			57			1
			25			16			57			2
			41			1			57			1
			24			17			57			2
			42			0			57			1
			23			18			57			2
			23			20			56			1
			24			19			56			1
			25			18			56			1
			40			0			58			2
			26			17			56			1
			39			1			58			2
			27			16			56			1
			38			2			58			2
			28			15			56			1
			37			3			58			2
			29			14			56			1
			36			4			58			2
			30			13			56			1
			45			4			48			3
			35			5			58			2
			31			12			56			1
			44			5			48			3
			34			6			58			2
			32			11			56			1
			43			6			48			3
			33			7			58			2
			33			10			56			1
			42			7			48			3
			32			8			58			2
			34			9			56			1
			41			8			48			3
			31			9			58			2
			35			8			56			1
			40			9			48			3
			30			10			58			2
			36			7			56			1
			39			10			48			3
			29			11			58			2
			37			6			56			1
			38			11			48			3
			28			12			58			2
			38			5			56			1
			37			12			48			3
			27			13			58			2
			39			4			56			1
			36			13			48			3
			26			14			58			2
			40			3			56			1
			35			14			48			3
			41			2			56			1
			34			15			48			3
			42			1			56			1
			33			16			48			3
			43			0			56			1
			32			17			48			3
			31			18			48			3
			30			19			48			3
			29			20			48			3
			28			21			48			3
			27			22			48			3
			26			23			48			3
			25			24			48			3
			24			25			48			3
			23			26			48			3
			46			2			49			3
			45			3			49			3
			44			4			49			3
			43			5			49			3
			42			6			49			3
			41			7			49			3
			40			8			49			3
			39			9			49			3
			38			10			49			3
			37			11			49			3
			36			12			49			3
			35			13			49			3
			34			14			49			3
			33			15			49			3
			32			16			49			3
			31			17			49			3
			30			18			49			3
			29			19			49			3
			28			20			49			3
			27			21			49			3
			26			22			49			3
			25			23			49			3
			24			24			49			3
			23			25			49			3
			47			0			50			3
			46			1			50			3
			45			2			50			3
			44			3			50			3
			43			4			50			3
			42			5			50			3
			41			6			50			3
			40			7			50			3
			39			8			50			3
			38			9			50			3
			37			10			50			3
			36			11			50			3
			35			12			50			3
			34			13			50			3
			33			14			50			3
			32			15			50			3
			31			16			50			3
			30			17			50			3
			29			18			50			3
			28			19			50			3
			27			20			50			3
			26			21			50			3
			25			22			50			3
			24			23			50			3
			23			24			50			3
			46			0			51			3
			45			1			51			3
			44			2			51			3
			43			3			51			3
			42			4			51			3
			41			5			51			3
			40			6			51			3
			39			7			51			3
			38			8			51			3
			37			9			51			3
			36			10			51			3
			35			11			51			3
			34			12			51			3
			33			13			51			3
			32			14			51			3
			31			15			51			3
			30			16			51			3
			29			17			51			3
			28			18			51			3
			27			19			51			3
			26			20			51			3
			25			21			51			3
			24			22			51			3
			23			23			51			3
			45			0			52			3
			44			1			52			3
			43			2			52			3
			42			3			52			3
			41			4			52			3
			40			5			52			3
			39			6			52			3
			38			7			52			3
			37			8			52			3
			36			9			52			3
			35			10			52			3
			34			11			52			3
			33			12			52			3
			32			13			52			3
			31			14			52			3
			30			15			52			3
			29			16			52			3
			28			17			52			3
			27			18			52			3
			26			19			52			3
			25			20			52			3
			24			21			52			3
			23			22			52			3
			44			0			53			3
			43			1			53			3
			42			2			53			3
			41			3			53			3
			40			4			53			3
			39			5			53			3
			38			6			53			3
			37			7			53			3
			36			8			53			3
			35			9			53			3
			34			10			53			3
			33			11			53			3
			32			12			53			3
			31			13			53			3
			30			14			53			3
			29			15			53			3
			28			16			53			3
			27			17			53			3
			26			18			53			3
			25			19			53			3
			24			20			53			3
			23			21			53			3
			43			0			54			3
			42			1			54			3
			41			2			54			3
			40			3			54			3
			39			4			54			3
			38			5			54			3
			37			6			54			3
			36			7			54			3
			35			8			54			3
			34			9			54			3
			33			10			54			3
			32			11			54			3
			31			12			54			3
			30			13			54			3
			29			14			54			3
			28			15			54			3
			27			16			54			3
			26			17			54			3
			25			18			54			3
			24			19			54			3
			23			20			54			3
			42			0			55			3
			41			1			55			3
			40			2			55			3
			39			3			55			3
			38			4			55			3
			37			5			55			3
			36			6			55			3
			35			7			55			3
			34			8			55			3
			33			9			55			3
			32			10			55			3
			31			11			55			3
			30			12			55			3
			29			13			55			3
			28			14			55			3
			27			15			55			3
			26			16			55			3
			25			17			55			3
			24			18			55			3
			23			19			55			3
			41			0			56			3
			40			1			56			3
			39			2			56			3
			38			3			56			3
			37			4			56			3
			36			5			56			3
			35			6			56			3
			34			7			56			3
			43			7			46			4
			33			8			56			3
			42			8			46			4
			32			9			56			3
			41			9			46			4
			31			10			56			3
			40			10			46			4
			30			11			56			3
			39			11			46			4
			29			12			56			3
			38			12			46			4
			28			13			56			3
			37			13			46			4
			27			14			56			3
			36			14			46			4
			26			15			56			3
			35			15			46			4
			25			16			56			3
			34			16			46			4
			24			17			56			3
			33			17			46			4
			23			18			56			3
			32			18			46			4
			31			19			46			4
			30			20			46			4
			29			21			46			4
			28			22			46			4
			27			23			46			4
			26			24			46			4
			25			25			46			4
			24			26			46			4
			23			27			46			4
			40			0			57			3
			39			1			57			3
			38			2			57			3
			37			3			57			3
			36			4			57			3
			45			4			47			4
			35			5			57			3
			44			5			47			4
			34			6			57			3
			43			6			47			4
			33			7			57			3
			42			7			47			4
			32			8			57			3
			41			8			47			4
			31			9			57			3
			40			9			47			4
			30			10			57			3
			39			10			47			4
			29			11			57			3
			38			11			47			4
			28			12			57			3
			37			12			47			4
			27			13			57			3
			36			13			47			4
			35			14			47			4
			34			15			47			4
			33			16			47			4
			32			17			47			4
			31			18			47			4
			30			19			47			4
			29			20			47			4
			28			21			47			4
			27			22			47			4
			26			23			47			4
			25			24			47			4
			24			25			47			4
			23			26			47			4
			46			2			48			4
			45			3			48			4
			44			4			48			4
			43			5			48			4
			42			6			48			4
			41			7			48			4
			40			8			48			4
			39			9			48			4
			38			10			48			4
			37			11			48			4
			36			12			48			4
			35			13			48			4
			34			14			48			4
			33			15			48			4
			32			16			48			4
			31			17			48			4
			30			18			48			4
			29			19			48			4
			28			20			48			4
			27			21			48			4
			26			22			48			4
			25			23			48			4
			24			24			48			4
			23			25			48			4
			47			0			49			4
			46			1			49			4
			45			2			49			4
			44			3			49			4
			43			4			49			4
			42			5			49			4
			41			6			49			4
			40			7			49			4
			39			8			49			4
			38			9			49			4
			37			10			49			4
			36			11			49			4
			35			12			49			4
			34			13			49			4
			33			14			49			4
			32			15			49			4
			31			16			49			4
			30			17			49			4
			29			18			49			4
			28			19			49			4
			27			20			49			4
			26			21			49			4
			25			22			49			4
			24			23			49			4
			23			24			49			4
			46			0			50			4
			45			1			50			4
			44			2			50			4
			43			3			50			4
			42			4			50			4
			41			5			50			4
			40			6			50			4
			39			7			50			4
			38			8			50			4
			37			9			50			4
			36			10			50			4
			35			11			50			4
			34			12			50			4
			33			13			50			4
			32			14			50			4
			31			15			50			4
			30			16			50			4
			29			17			50			4
			28			18			50			4
			27			19			50			4
			26			20			50			4
			25			21			50			4
			24			22			50			4
			23			23			50			4
			45			0			51			4
			44			1			51			4
			43			2			51			4
			42			3			51			4
			41			4			51			4
			40			5			51			4
			39			6			51			4
			38			7			51			4
			37			8			51			4
			36			9			51			4
			35			10			51			4
			34			11			51			4
			33			12			51			4
			32			13			51			4
			31			14			51			4
			30			15			51			4
			29			16			51			4
			28			17			51			4
			27			18			51			4
			26			19			51			4
			25			20			51			4
			24			21			51			4
			23			22			51			4
			44			0			52			4
			43			1			52			4
			42			2			52			4
			41			3			52			4
			40			4			52			4
			39			5			52			4
			38			6			52			4
			37			7			52			4
			36			8			52			4
			35			9			52			4
			34			10			52			4
			33			11			52			4
			32			12			52			4
			31			13			52			4
			30			14			52			4
			29			15			52			4
			28			16			52			4
			27			17			52			4
			26			18			52			4
			25			19			52			4
			24			20			52			4
			23			21			52			4
			43			0			53			4
			42			1			53			4
			41			2			53			4
			40			3			53			4
			39			4			53			4
			38			5			53			4
			37			6			53			4
			36			7			53			4
			35			8			53			4
			34			9			53			4
			33			10			53			4
			32			11			53			4
			31			12			53			4
			30			13			53			4
			29			14			53			4
			28			15			53			4
			27			16			53			4
			26			17			53			4
			25			18			53			4
			24			19			53			4
			23			20			53			4
			42			0			54			4
			41			1			54			4
			40			2			54			4
			39			3			54			4
			38			4			54			4
			37			5			54			4
			36			6			54			4
			35			7			54			4
			34			8			54			4
			33			9			54			4
			42			9			44			5
			32			10			54			4
			41			10			44			5
			31			11			54			4
			40			11			44			5
			30			12			54			4
			39			12			44			5
			29			13			54			4
			38			13			44			5
			28			14			54			4
			37			14			44			5
			27			15			54			4
			36			15			44			5
			26			16			54			4
			35			16			44			5
			25			17			54			4
			34			17			44			5
			24			18			54			4
			33			18			44			5
			23			19			54			4
			32			19			44			5
			31			20			44			5
			30			21			44			5
			29			22			44			5
			28			23			44			5
			27			24			44			5
			26			25			44			5
			25			26			44			5
			24			27			44			5
			23			28			44			5
			41			0			55			4
			40			1			55			4
			39			2			55			4
			38			3			55			4
			37			4			55			4
			36			5			55			4
			35			6			55			4
			34			7			55			4
			43			7			45			5
			33			8			55			4
			42			8			45			5
			32			9			55			4
			41			9			45			5
			31			10			55			4
			40			10			45			5
			30			11			55			4
			39			11			45			5
			29			12			55			4
			38			12			45			5
			28			13			55			4
			37			13			45			5
			27			14			55			4
			36			14			45			5
			26			15			55			4
			35			15			45			5
			25			16			55			4
			34			16			45			5
			24			17			55			4
			33			17			45			5
			23			18			55			4
			32			18			45			5
			31			19			45			5
			30			20			45			5
			29			21			45			5
			28			22			45			5
			27			23			45			5
			26			24			45			5
			25			25			45			5
			24			26			45			5
			23			27			45			5
			40			0			56			4
			39			1			56			4
			38			2			56			4
			37			3			56			4
			36			4			56			4
			45			4			46			5
			35			5			56			4
			44			5			46			5
			34			6			56			4
			43			6			46			5
			33			7			56			4
			42			7			46			5
			32			8			56			4
			41			8			46			5
			31			9			56			4
			40			9			46			5
			30			10			56			4
			39			10			46			5
			29			11			56			4
			38			11			46			5
			28			12			56			4
			37			12			46			5
			36			13			46			5
			35			14			46			5
			34			15			46			5
			33			16			46			5
			32			17			46			5
			31			18			46			5
			30			19			46			5
			29			20			46			5
			28			21			46			5
			27			22			46			5
			26			23			46			5
			25			24			46			5
			24			25			46			5
			23			26			46			5
			46			2			47			5
			45			3			47			5
			44			4			47			5
			43			5			47			5
			42			6			47			5
			41			7			47			5
			40			8			47			5
			39			9			47			5
			38			10			47			5
			37			11			47			5
			36			12			47			5
			35			13			47			5
			34			14			47			5
			33			15			47			5
			32			16			47			5
			31			17			47			5
			30			18			47			5
			29			19			47			5
			28			20			47			5
			27			21			47			5
			26			22			47			5
			25			23			47			5
			24			24			47			5
			23			25			47			5
			47			0			48			5
			46			1			48			5
			45			2			48			5
			44			3			48			5
			43			4			48			5
			42			5			48			5
			41			6			48			5
			40			7			48			5
			39			8			48			5
			38			9			48			5
			37			10			48			5
			36			11			48			5
			35			12			48			5
			34			13			48			5
			33			14			48			5
			32			15			48			5
			31			16			48			5
			30			17			48			5
			29			18			48			5
			28			19			48			5
			27			20			48			5
			26			21			48			5
			25			22			48			5
			24			23			48			5
			23			24			48			5
			46			0			49			5
			45			1			49			5
			44			2			49			5
			43			3			49			5
			42			4			49			5
			41			5			49			5
			40			6			49			5
			39			7			49			5
			38			8			49			5
			37			9			49			5
			36			10			49			5
			35			11			49			5
			34			12			49			5
			33			13			49			5
			32			14			49			5
			31			15			49			5
			30			16			49			5
			29			17			49			5
			28			18			49			5
			27			19			49			5
			26			20			49			5
			25			21			49			5
			24			22			49			5
			23			23			49			5
			45			0			50			5
			44			1			50			5
			43			2			50			5
			42			3			50			5
			41			4			50			5
			40			5			50			5
			39			6			50			5
			38			7			50			5
			37			8			50			5
			36			9			50			5
			35			10			50			5
			34			11			50			5
			33			12			50			5
			32			13			50			5
			31			14			50			5
			30			15			50			5
			29			16			50			5
			28			17			50			5
			27			18			50			5
			26			19			50			5
			25			20			50			5
			24			21			50			5
			23			22			50			5
			44			0			51			5
			43			1			51			5
			42			2			51			5
			41			3			51			5
			40			4			51			5
			39			5			51			5
			38			6			51			5
			37			7			51			5
			36			8			51			5
			35			9			51			5
			34			10			51			5
			33			11			51			5
			32			12			51			5
			31			13			51			5
			30			14			51			5
			29			15			51			5
			28			16			51			5
			27			17			51			5
			26			18			51			5
			25			19			51			5
			24			20			51			5
			23			21			51			5
			43			0			52			5
			42			1			52			5
			41			2			52			5
			40			3			52			5
			39			4			52			5
			38			5			52			5
			37			6			52			5
			36			7			52			5
			35			8			52			5
			34			9			52			5
			33			10			52			5
			32			11			52			5
			31			12			52			5
			30			13			52			5
			29			14			52			5
			28			15			52			5
			27			16			52			5
			26			17			52			5
			25			18			52			5
			24			19			52			5
			23			20			52			5
			30			22			42			6
			29			23			42			6
			28			24			42			6
			27			25			42			6
			26			26			42			6
			25			27			42			6
			24			28			42			6
			42			0			53			5
			23			29			42			6
			41			1			53			5
			40			2			53			5
			39			3			53			5
			38			4			53			5
			37			5			53			5
			36			6			53			5
